genre,rank,ngram,count
horror,62,full length upon,3
horror,63,far eye could,3
horror,64,angle forty five,3
horror,65,could help thinking,3
horror,66,close within covert,3
horror,67,within covert man,3
horror,68,covert man man,3
horror,69,let us drink,3
horror,70,letter letter letter,2
horror,71,one near gentle,2
horror,72,find friend wide,2
horror,73,friend wide ocean,2
horror,74,cannot forbear recording,2
horror,75,partly curiosity partly,2
horror,76,eldest child born,2
horror,77,could tear away,2
horror,78,carriage convey away,2
horror,79,human would indeed,2
horror,80,engaged heart soul,2
horror,81,animation upon lifeless,2
horror,82,upon lifeless matter,2
horror,83,yellow light moon,2
horror,84,remember first time,2
horror,85,father cousin would,2
horror,86,since left us,2
horror,87,change taken place,2
horror,88,summit mont blanc,2
horror,89,bed several days,2
horror,90,dear cousin said,2
horror,91,feel gratitude towards,2
horror,92,bore hell within,2
horror,93,nothing painful human,2
horror,94,painful human mind,2
horror,95,figure man distance,2
horror,96,well treatment night,2
horror,97,sat old man,2
horror,98,old man leaning,2
horror,99,old man taking,2
horror,100,old man took,2
romance,1,chapter chapter chapter,47
romance,2,illustration chapter illustration,25
romance,3,without saying word,10
romance,4,mrs hurst miss,9
romance,5,capulet lady capulet,8
romance,6,two thousand year,8
romance,7,chapter heading chapter,7
romance,8,chapter illustration mr,7
romance,9,heading chapter heading,6
romance,10,almost every day,6
romance,11,let us hear,6
romance,12,scene room capulet,6
romance,13,room capulet house,6
romance,14,lady capulet nurse,6
romance,15,seventy times seven,6
romance,16,three young ladies,5
romance,17,would never come,5
romance,18,great deal good,5
romance,19,highest opinion world,5
romance,20,capulet house scene,5
romance,21,capulet house enter,5
romance,22,enter lady capulet,5
romance,23,cell enter friar,5
romance,24,day lady capulet,5
romance,25,right hand left,5
romance,26,poor orphan child,5
romance,27,two young ladies,5
romance,28,arms round neck,5
romance,29,five hundred year,5
romance,30,ten thousand year,4
romance,31,could think nothing,4
romance,32,could think without,4
romance,33,since went away,4
romance,34,could hardly keep,4
romance,35,two three times,4
romance,36,returned drawing room,4
romance,37,time would give,4
romance,38,act scene public,4
romance,39,scene public place,4
romance,40,scene capulet garden,4
romance,41,enter nurse nurse,4
romance,42,music silver sound,4
romance,43,said mr st,4
romance,44,sir said mrs,4
romance,45,two hundred year,4
romance,46,first seventy first,4
romance,47,rode black horse,3
romance,48,superior dancing often,3
romance,49,dancing often seen,3
romance,50,assure animated language,3
romance,51,must entirely mistaken,3
romance,52,whenever spoke low,3
romance,53,spoke low voice,3
romance,54,offended two three,3
romance,55,two three young,3
romance,56,said given treasure,3
romance,57,forgotten leave message,3
romance,58,determined never speak,3
romance,59,colonel miller regiment,3
romance,60,miller regiment went,3
romance,61,regiment went away,3
romance,62,first pleasing earnest,3
romance,63,pleasing earnest welcome,3
romance,64,perhaps would like,3
romance,65,would like read,3
romance,66,spiteful old ladies,3
romance,67,dear want speak,3
romance,68,unable utter syllable,3
romance,69,shall never forget,3
romance,70,give much trouble,3
romance,71,sort girl miss,3
romance,72,could help saying,3
romance,73,could hardly help,3
romance,74,soon afterwards said,3
romance,75,scene street scene,3
romance,76,capulet garden scene,3
romance,77,lady capulet capulet,3
romance,78,sir bite thumb,3
romance,79,bite thumb sir,3
romance,80,exeunt scene street,3
romance,81,scene street enter,3
romance,82,exeunt scene room,3
romance,83,nurse lady capulet,3
romance,84,lady capulet well,3
romance,85,enter capulet capulet,3
romance,86,capulet garden enter,3
romance,87,god ye good,3
romance,88,commend thy lady,3
romance,89,farewell exeunt scene,3
romance,90,exeunt scene friar,3
romance,91,thou know st,3
romance,92,give thy hand,3
romance,93,enter capulet lady,3
romance,94,lady capulet lady,3
romance,95,capulet nurse capulet,3
romance,96,thou hear st,3
romance,97,day woeful day,3
romance,98,would like go,3
romance,99,read miss miller,3
romance,100,black stuff dress,3
sci-fi,1,solar guard officer,15
sci-fi,2,yes sir said,15
sci-fi,3,next day th,14
sci-fi,4,scar faced man,12
sci-fi,5,aye aye sir,12
sci-fi,6,solar guard captain,12
sci-fi,7,said time traveller,12
sci-fi,8,sir said strong,11
sci-fi,9,adjustable light key,11
sci-fi,10,said medical man,11
sci-fi,11,palace green porcelain,10
sci-fi,12,jet boat deck,9
sci-fi,13,sir said captain,9
sci-fi,14,end transmission end,8
sci-fi,15,transmission end transmission,8
sci-fi,16,curly haired cadet,8
sci-fi,17,titan pay roll,8
sci-fi,18,well sir said,8
sci-fi,19,commander space academy,7
sci-fi,20,day th january,7
sci-fi,21,day th february,7
sci-fi,22,said strong grimly,6
sci-fi,23,let us go,6
sci-fi,24,without another word,5
sci-fi,25,two three four,5
sci-fi,26,rip shook head,5
sci-fi,27,half past eight,5
sci-fi,28,solar guard defense,4
sci-fi,29,three polaris unit,4
sci-fi,30,enlisted solar guard,4
sci-fi,31,well said strong,4
sci-fi,32,stand raise ship,4
sci-fi,33,rocket cruiser polaris,4
sci-fi,34,young solar guard,4
sci-fi,35,said strong going,4
sci-fi,36,attention captain strong,4
sci-fi,37,solar guard fleet,4
sci-fi,38,cargo master apprentice,4
sci-fi,39,crew solar queen,4
sci-fi,40,cannot move time,4
sci-fi,41,time traveller put,4
sci-fi,42,eight hundred two,4
sci-fi,43,hundred two thousand,4
sci-fi,44,two hundred fifty,4
sci-fi,45,board nautilus captain,4
sci-fi,46,large drawing room,4
sci-fi,47,let us try,4
sci-fi,48,next morning th,4
sci-fi,49,one would thought,4
sci-fi,50,captain went towards,4
sci-fi,51,directed course towards,4
sci-fi,52,five clock evening,4
sci-fi,53,th january nautilus,4
sci-fi,54,th march nautilus,4
sci-fi,55,stood eyed two,3
sci-fi,56,eyed two men,3
sci-fi,57,two men coldly,3
sci-fi,58,young cadet timed,3
sci-fi,59,cadet timed move,3
sci-fi,60,timed move perfectly,3
sci-fi,61,guard defense futile,3
sci-fi,62,two men turned,3
sci-fi,63,intercom radar bridge,3
sci-fi,64,radar bridge control,3
sci-fi,65,bridge control deck,3
sci-fi,66,turned away control,3
sci-fi,67,ready blast sir,3
sci-fi,68,five four three,3
sci-fi,69,four three two,3
sci-fi,70,three two one,3
sci-fi,71,two one zero,3
sci-fi,72,captain strong voice,3
sci-fi,73,officer solar guard,3
sci-fi,74,strong turned back,3
sci-fi,75,rocket blasting good,3
sci-fi,76,solar guard space,3
sci-fi,77,captain strong said,3
sci-fi,78,power deck hatch,3
sci-fi,79,front control panel,3
sci-fi,80,black void space,3
sci-fi,81,ship ready blast,3
sci-fi,82,suddenly air lock,3
sci-fi,83,attention attention captain,3
sci-fi,84,right said strong,3
sci-fi,85,captain strong solar,3
sci-fi,86,strong solar guard,3
sci-fi,87,solar guard solar,3
sci-fi,88,traffic control tower,3
sci-fi,89,said strong since,3
sci-fi,90,end transmission strong,3
sci-fi,91,heavy set man,3
sci-fi,92,ladder radar bridge,3
sci-fi,93,air lock open,3
sci-fi,94,thank sir said,3
sci-fi,95,one two three,3
sci-fi,96,air lock two,3
sci-fi,97,strong yes sir,3
sci-fi,98,signal solar guard,3
sci-fi,99,ship captain strong,3
sci-fi,100,voice crackled intercom,3
