book,genre,ngram_type,ngram,count
TheWonderfulWizardOfOz,fantasy,trigrams,said lion go,4
TheWonderfulWizardOfOz,fantasy,trigrams,toto lay beside,3
TheWonderfulWizardOfOz,fantasy,trigrams,way emerald city,3
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman dorothy,3
TheWonderfulWizardOfOz,fantasy,trigrams,head tin woodman,3
TheWonderfulWizardOfOz,fantasy,trigrams,back said dorothy,3
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman scarecrow,3
TheWonderfulWizardOfOz,fantasy,trigrams,came tin woodman,3
TheWonderfulWizardOfOz,fantasy,trigrams,bowed low dorothy,3
TheWonderfulWizardOfOz,fantasy,trigrams,mark upon forehead,3
TheWonderfulWizardOfOz,fantasy,trigrams,aunt em uncle,3
TheWonderfulWizardOfOz,fantasy,trigrams,em uncle henry,3
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman came,3
TheWonderfulWizardOfOz,fantasy,trigrams,chapter dorothy saved,2
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy saved scarecrow,2
TheWonderfulWizardOfOz,fantasy,trigrams,chapter road forest,2
TheWonderfulWizardOfOz,fantasy,trigrams,rescue tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,chapter cowardly lion,2
TheWonderfulWizardOfOz,fantasy,trigrams,chapter deadly poppy,2
TheWonderfulWizardOfOz,fantasy,trigrams,deadly poppy field,2
TheWonderfulWizardOfOz,fantasy,trigrams,chapter magic art,2
TheWonderfulWizardOfOz,fantasy,trigrams,magic art great,2
TheWonderfulWizardOfOz,fantasy,trigrams,art great humbug,2
TheWonderfulWizardOfOz,fantasy,trigrams,chapter lion becomes,2
TheWonderfulWizardOfOz,fantasy,trigrams,lion becomes king,2
TheWonderfulWizardOfOz,fantasy,trigrams,good witch dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,witch dorothy wish,2
TheWonderfulWizardOfOz,fantasy,trigrams,dark hole dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy found riding,2
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy wicked witch,2
TheWonderfulWizardOfOz,fantasy,trigrams,wicked witch dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,thought aunt em,2
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy great wizard,2
TheWonderfulWizardOfOz,fantasy,trigrams,scarecrow dorothy left,2
TheWonderfulWizardOfOz,fantasy,trigrams,one corner lay,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman think,2
TheWonderfulWizardOfOz,fantasy,trigrams,woodman set work,2
TheWonderfulWizardOfOz,fantasy,trigrams,oh see said,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman brains,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman told,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman knew,2
TheWonderfulWizardOfOz,fantasy,trigrams,make one happy,2
TheWonderfulWizardOfOz,fantasy,trigrams,world dorothy say,2
TheWonderfulWizardOfOz,fantasy,trigrams,mark good witch,2
TheWonderfulWizardOfOz,fantasy,trigrams,rushed forward lion,2
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy made tin,2
TheWonderfulWizardOfOz,fantasy,trigrams,made tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,perhaps said lion,2
TheWonderfulWizardOfOz,fantasy,trigrams,said lion thoughtfully,2
TheWonderfulWizardOfOz,fantasy,trigrams,heart said woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,indeed tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman could,2
TheWonderfulWizardOfOz,fantasy,trigrams,harm tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman chopped,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman certainly,2
TheWonderfulWizardOfOz,fantasy,trigrams,filled dorothy basket,2
TheWonderfulWizardOfOz,fantasy,trigrams,far could see,2
TheWonderfulWizardOfOz,fantasy,trigrams,upon lion back,2
TheWonderfulWizardOfOz,fantasy,trigrams,lion went back,2
TheWonderfulWizardOfOz,fantasy,trigrams,ditch tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman chop,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman sadly,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman must,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman stood,2
TheWonderfulWizardOfOz,fantasy,trigrams,said dorothy must,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman caught,2
TheWonderfulWizardOfOz,fantasy,trigrams,shall tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,way said dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,girl tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,bit said dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,said scarecrow lion,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman saw,2
TheWonderfulWizardOfOz,fantasy,trigrams,land said dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,us dorothy lion,2
TheWonderfulWizardOfOz,fantasy,trigrams,city said dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,never permitted see,2
TheWonderfulWizardOfOz,fantasy,trigrams,said dorothy man,2
TheWonderfulWizardOfOz,fantasy,trigrams,sleep toto lay,2
TheWonderfulWizardOfOz,fantasy,trigrams,demand see great,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman lay,2
TheWonderfulWizardOfOz,fantasy,trigrams,throne room saw,2
TheWonderfulWizardOfOz,fantasy,trigrams,much tin woodman,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman next,2
TheWonderfulWizardOfOz,fantasy,trigrams,woodman next morning,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman said,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman shall,2
TheWonderfulWizardOfOz,fantasy,trigrams,see aunt em,2
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy toto lion,2
TheWonderfulWizardOfOz,fantasy,trigrams,woodman bees cannot,2
TheWonderfulWizardOfOz,fantasy,trigrams,came near dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,run away dorothy,2
TheWonderfulWizardOfOz,fantasy,trigrams,cowardly lion like,2
TheWonderfulWizardOfOz,fantasy,trigrams,lion wicked witch,2
TheWonderfulWizardOfOz,fantasy,trigrams,golden cap saw,2
TheWonderfulWizardOfOz,fantasy,trigrams,many good carry,2
TheWonderfulWizardOfOz,fantasy,trigrams,lost way said,2
TheWonderfulWizardOfOz,fantasy,trigrams,king bowed low,2
TheWonderfulWizardOfOz,fantasy,trigrams,lay upon us,2
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman felt,2
TheWonderfulWizardOfOz,fantasy,trigrams,woodman felt heart,2
TheWonderfulWizardOfOz,fantasy,trigrams,home aunt em,2
TheWonderfulWizardOfOz,fantasy,trigrams,wonderful wizard frank,1
TheWonderfulWizardOfOz,fantasy,trigrams,wizard frank book,1
TheWonderfulWizardOfOz,fantasy,trigrams,frank book good,1
TheWonderfulWizardOfOz,fantasy,trigrams,council chapter dorothy,1
TheWonderfulWizardOfOz,fantasy,trigrams,road forest chapter,1
TheWonderfulWizardOfOz,fantasy,trigrams,forest chapter rescue,1
TheWonderfulWizardOfOz,fantasy,trigrams,tin woodman chapter,1
TheWonderfulWizardOfOz,fantasy,trigrams,woodman chapter cowardly,1
TheWonderfulWizardOfOz,fantasy,trigrams,cowardly lion chapter,1
TheWonderfulWizardOfOz,fantasy,trigrams,lion chapter journey,1
TheWonderfulWizardOfOz,fantasy,trigrams,poppy field chapter,1
TheWonderfulWizardOfOz,fantasy,trigrams,country chapter lion,1
TheWonderfulWizardOfOz,fantasy,trigrams,becomes king chapter,1
TheWonderfulWizardOfOz,fantasy,trigrams,king chapter country,1
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy wish chapter,1
TheWonderfulWizardOfOz,fantasy,trigrams,wholesome instinctive love,1
TheWonderfulWizardOfOz,fantasy,trigrams,instinctive love fantastic,1
TheWonderfulWizardOfOz,fantasy,trigrams,love fantastic marvelous,1
TheWonderfulWizardOfOz,fantasy,trigrams,fairy tale may,1
TheWonderfulWizardOfOz,fantasy,trigrams,tale may classed,1
TheWonderfulWizardOfOz,fantasy,trigrams,may classed historical,1
TheWonderfulWizardOfOz,fantasy,trigrams,tale wonderment joy,1
TheWonderfulWizardOfOz,fantasy,trigrams,wonderment joy left,1
TheWonderfulWizardOfOz,fantasy,trigrams,joy left frank,1
TheWonderfulWizardOfOz,fantasy,trigrams,left frank april,1
TheWonderfulWizardOfOz,fantasy,trigrams,frank april wonderful,1
TheWonderfulWizardOfOz,fantasy,trigrams,april wonderful wizard,1
TheWonderfulWizardOfOz,fantasy,trigrams,chapter cyclone dorothy,1
TheWonderfulWizardOfOz,fantasy,trigrams,cyclone dorothy lived,1
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy lived midst,1
TheWonderfulWizardOfOz,fantasy,trigrams,great uncle henry,1
TheWonderfulWizardOfOz,fantasy,trigrams,uncle henry farmer,1
TheWonderfulWizardOfOz,fantasy,trigrams,henry farmer aunt,1
TheWonderfulWizardOfOz,fantasy,trigrams,farmer aunt em,1
TheWonderfulWizardOfOz,fantasy,trigrams,aunt em farmer,1
TheWonderfulWizardOfOz,fantasy,trigrams,em farmer wife,1
TheWonderfulWizardOfOz,fantasy,trigrams,wagon many miles,1
TheWonderfulWizardOfOz,fantasy,trigrams,many miles four,1
TheWonderfulWizardOfOz,fantasy,trigrams,miles four floor,1
TheWonderfulWizardOfOz,fantasy,trigrams,room room rusty,1
TheWonderfulWizardOfOz,fantasy,trigrams,room rusty looking,1
TheWonderfulWizardOfOz,fantasy,trigrams,rusty looking cookstove,1
TheWonderfulWizardOfOz,fantasy,trigrams,four uncle henry,1
TheWonderfulWizardOfOz,fantasy,trigrams,uncle henry aunt,1
TheWonderfulWizardOfOz,fantasy,trigrams,henry aunt em,1
TheWonderfulWizardOfOz,fantasy,trigrams,aunt em big,1
TheWonderfulWizardOfOz,fantasy,trigrams,em big bed,1
TheWonderfulWizardOfOz,fantasy,trigrams,one corner dorothy,1
TheWonderfulWizardOfOz,fantasy,trigrams,corner dorothy little,1
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy little bed,1
TheWonderfulWizardOfOz,fantasy,trigrams,another corner garret,1
TheWonderfulWizardOfOz,fantasy,trigrams,corner garret cellar,1
TheWonderfulWizardOfOz,fantasy,trigrams,garret cellar except,1
TheWonderfulWizardOfOz,fantasy,trigrams,could go case,1
TheWonderfulWizardOfOz,fantasy,trigrams,go case one,1
TheWonderfulWizardOfOz,fantasy,trigrams,case one great,1
TheWonderfulWizardOfOz,fantasy,trigrams,hole dorothy stood,1
TheWonderfulWizardOfOz,fantasy,trigrams,dorothy stood doorway,1
AliceInWonderland,fantasy,unigrams,alice,399
AliceInWonderland,fantasy,unigrams,see,67
AliceInWonderland,fantasy,unigrams,king,63
AliceInWonderland,fantasy,unigrams,way,57
AliceInWonderland,fantasy,unigrams,say,51
AliceInWonderland,fantasy,unigrams,cat,37
AliceInWonderland,fantasy,unigrams,bill,18
AliceInWonderland,fantasy,unigrams,saw,14
AliceInWonderland,fantasy,unigrams,dinah,14
AliceInWonderland,fantasy,unigrams,may,13
AliceInWonderland,fantasy,unigrams,else,12
AliceInWonderland,fantasy,unigrams,glad,11
AliceInWonderland,fantasy,unigrams,fan,10
AliceInWonderland,fantasy,unigrams,hall,9
AliceInWonderland,fantasy,unigrams,william,8
AliceInWonderland,fantasy,unigrams,wood,8
AliceInWonderland,fantasy,unigrams,fancy,7
AliceInWonderland,fantasy,unigrams,lory,7
AliceInWonderland,fantasy,unigrams,case,5
AliceInWonderland,fantasy,unigrams,drew,5
AliceInWonderland,fantasy,unigrams,sky,5
AliceInWonderland,fantasy,unigrams,rose,5
AliceInWonderland,fantasy,unigrams,worth,4
AliceInWonderland,fantasy,bigrams,said alice,124
AliceInWonderland,fantasy,bigrams,said king,29
AliceInWonderland,fantasy,bigrams,thought alice,26
AliceInWonderland,fantasy,bigrams,alice said,17
AliceInWonderland,fantasy,bigrams,said cat,15
AliceInWonderland,fantasy,bigrams,alice thought,13
AliceInWonderland,fantasy,bigrams,poor alice,11
AliceInWonderland,fantasy,bigrams,alice could,11
AliceInWonderland,fantasy,bigrams,king said,11
AliceInWonderland,fantasy,bigrams,alice much,9
AliceInWonderland,fantasy,bigrams,alice went,9
AliceInWonderland,fantasy,bigrams,alice rather,8
AliceInWonderland,fantasy,bigrams,could see,7
AliceInWonderland,fantasy,bigrams,cried alice,7
AliceInWonderland,fantasy,bigrams,alice felt,7
AliceInWonderland,fantasy,bigrams,alice quite,7
AliceInWonderland,fantasy,bigrams,turning alice,6
AliceInWonderland,fantasy,bigrams,well say,5
AliceInWonderland,fantasy,bigrams,alice little,5
AliceInWonderland,fantasy,bigrams,alice say,5
AliceInWonderland,fantasy,bigrams,cheshire cat,5
AliceInWonderland,fantasy,bigrams,king queen,5
AliceInWonderland,fantasy,bigrams,alice beginning,4
AliceInWonderland,fantasy,bigrams,went alice,4
AliceInWonderland,fantasy,bigrams,let see,4
AliceInWonderland,fantasy,bigrams,alice like,4
AliceInWonderland,fantasy,bigrams,alice round,4
AliceInWonderland,fantasy,bigrams,little alice,4
AliceInWonderland,fantasy,bigrams,alice got,4
AliceInWonderland,fantasy,bigrams,alice good,4
AliceInWonderland,fantasy,bigrams,alice hastily,4
AliceInWonderland,fantasy,bigrams,alice looking,4
AliceInWonderland,fantasy,bigrams,mary ann,4
AliceInWonderland,fantasy,bigrams,alice come,4
AliceInWonderland,fantasy,bigrams,alice well,4
AliceInWonderland,fantasy,bigrams,caterpillar alice,4
AliceInWonderland,fantasy,bigrams,father william,4
AliceInWonderland,fantasy,bigrams,alice tone,4
AliceInWonderland,fantasy,bigrams,cat said,4
AliceInWonderland,fantasy,bigrams,know alice,4
AliceInWonderland,fantasy,bigrams,alice glad,4
AliceInWonderland,fantasy,bigrams,rose tree,4
AliceInWonderland,fantasy,bigrams,king white,4
AliceInWonderland,fantasy,bigrams,little bill,3
AliceInWonderland,fantasy,bigrams,alice think,3
AliceInWonderland,fantasy,bigrams,alice never,3
AliceInWonderland,fantasy,bigrams,alice moment,3
AliceInWonderland,fantasy,bigrams,see would,3
AliceInWonderland,fantasy,bigrams,nothing else,3
AliceInWonderland,fantasy,bigrams,alice soon,3
AliceInWonderland,fantasy,bigrams,ever saw,3
AliceInWonderland,fantasy,bigrams,alice must,3
AliceInWonderland,fantasy,bigrams,alice great,3
AliceInWonderland,fantasy,bigrams,little way,3
AliceInWonderland,fantasy,bigrams,thing alice,3
AliceInWonderland,fantasy,bigrams,alice time,3
AliceInWonderland,fantasy,bigrams,said lory,3
AliceInWonderland,fantasy,bigrams,alice one,3
AliceInWonderland,fantasy,bigrams,one way,3
AliceInWonderland,fantasy,bigrams,silence alice,3
AliceInWonderland,fantasy,bigrams,long way,3
AliceInWonderland,fantasy,bigrams,see said,3
AliceInWonderland,fantasy,bigrams,time alice,3
AliceInWonderland,fantasy,bigrams,alice indignantly,3
AliceInWonderland,fantasy,bigrams,alice tried,3
AliceInWonderland,fantasy,bigrams,together alice,3
AliceInWonderland,fantasy,bigrams,cat sitting,3
AliceInWonderland,fantasy,bigrams,course alice,3
AliceInWonderland,fantasy,bigrams,dare say,3
AliceInWonderland,fantasy,bigrams,alice even,3
AliceInWonderland,fantasy,bigrams,chapter alice,2
AliceInWonderland,fantasy,bigrams,alice evidence,2
AliceInWonderland,fantasy,bigrams,much way,2
AliceInWonderland,fantasy,bigrams,rabbit say,2
AliceInWonderland,fantasy,bigrams,hurried alice,2
AliceInWonderland,fantasy,bigrams,see anything,2
AliceInWonderland,fantasy,bigrams,say anything,2
AliceInWonderland,fantasy,bigrams,alice idea,2
AliceInWonderland,fantasy,bigrams,dinah cat,2
AliceInWonderland,fantasy,bigrams,wonder alice,2
AliceInWonderland,fantasy,bigrams,alice get,2
AliceInWonderland,fantasy,bigrams,sort way,2
AliceInWonderland,fantasy,bigrams,eat see,2
AliceInWonderland,fantasy,bigrams,matter way,2
AliceInWonderland,fantasy,bigrams,alice would,2
AliceInWonderland,fantasy,bigrams,alice going,2
AliceInWonderland,fantasy,bigrams,said see,2
AliceInWonderland,fantasy,bigrams,see going,2
AliceInWonderland,fantasy,bigrams,tried fancy,2
AliceInWonderland,fantasy,bigrams,way nothing,2
AliceInWonderland,fantasy,bigrams,best way,2
AliceInWonderland,fantasy,bigrams,alice perhaps,2
AliceInWonderland,fantasy,bigrams,alice right,2
AliceInWonderland,fantasy,bigrams,say go,2
AliceInWonderland,fantasy,bigrams,go alice,2
AliceInWonderland,fantasy,bigrams,took fan,2
AliceInWonderland,fantasy,bigrams,must mabel,2
AliceInWonderland,fantasy,bigrams,say little,2
AliceInWonderland,fantasy,bigrams,somebody else,2
AliceInWonderland,fantasy,bigrams,glad find,2
AliceInWonderland,fantasy,bigrams,find way,2
AliceInWonderland,fantasy,bigrams,way pool,2
AliceInWonderland,fantasy,bigrams,mouse alice,2
AliceInWonderland,fantasy,bigrams,right way,2
AliceInWonderland,fantasy,bigrams,william conqueror,2
AliceInWonderland,fantasy,bigrams,see dear,2
AliceInWonderland,fantasy,bigrams,better alice,2
AliceInWonderland,fantasy,bigrams,alice spoke,2
AliceInWonderland,fantasy,bigrams,alice melancholy,2
AliceInWonderland,fantasy,bigrams,say said,2
AliceInWonderland,fantasy,bigrams,else say,2
AliceInWonderland,fantasy,bigrams,alice always,2
AliceInWonderland,fantasy,trigrams,certainly said alice,5
AliceInWonderland,fantasy,trigrams,know said alice,4
AliceInWonderland,fantasy,trigrams,might well say,4
AliceInWonderland,fantasy,trigrams,said alice said,4
AliceInWonderland,fantasy,trigrams,king white rabbit,4
AliceInWonderland,fantasy,trigrams,thought poor alice,3
AliceInWonderland,fantasy,trigrams,like said alice,3
AliceInWonderland,fantasy,trigrams,said alice rather,3
AliceInWonderland,fantasy,trigrams,much said alice,3
AliceInWonderland,fantasy,trigrams,indeed said alice,3
AliceInWonderland,fantasy,trigrams,said caterpillar alice,3
AliceInWonderland,fantasy,trigrams,old father william,3
AliceInWonderland,fantasy,trigrams,said alice indignantly,3
AliceInWonderland,fantasy,trigrams,tell said alice,3
AliceInWonderland,fantasy,trigrams,said alice well,3
AliceInWonderland,fantasy,trigrams,said alice little,3
AliceInWonderland,fantasy,trigrams,alice little timidly,3
AliceInWonderland,fantasy,trigrams,one said alice,3
AliceInWonderland,fantasy,trigrams,nonsense said alice,3
AliceInWonderland,fantasy,trigrams,alice could see,3
AliceInWonderland,fantasy,trigrams,yes said alice,3
AliceInWonderland,fantasy,trigrams,said king white,3
AliceInWonderland,fantasy,trigrams,rabbit little bill,2
AliceInWonderland,fantasy,trigrams,chapter alice evidence,2
AliceInWonderland,fantasy,trigrams,said alice must,2
AliceInWonderland,fantasy,trigrams,said alice great,2
AliceInWonderland,fantasy,trigrams,dear cried alice,2
AliceInWonderland,fantasy,trigrams,alice good deal,2
AliceInWonderland,fantasy,trigrams,pardon cried alice,2
AliceInWonderland,fantasy,trigrams,alice went eagerly,2
AliceInWonderland,fantasy,trigrams,said alice much,2
AliceInWonderland,fantasy,trigrams,said alice always,2
AliceInWonderland,fantasy,trigrams,alice much frightened,2
AliceInWonderland,fantasy,trigrams,thought alice shall,2
AliceInWonderland,fantasy,trigrams,alice could hear,2
AliceInWonderland,fantasy,trigrams,sir said alice,2
AliceInWonderland,fantasy,trigrams,yet said alice,2
AliceInWonderland,fantasy,trigrams,alice could think,2
AliceInWonderland,fantasy,trigrams,alice thought might,2
AliceInWonderland,fantasy,trigrams,said alice timidly,2
AliceInWonderland,fantasy,trigrams,alice said nothing,2
AliceInWonderland,fantasy,trigrams,said alice tone,2
AliceInWonderland,fantasy,trigrams,talking said alice,2
AliceInWonderland,fantasy,trigrams,new idea alice,2
AliceInWonderland,fantasy,trigrams,cheshire cat said,2
AliceInWonderland,fantasy,trigrams,alice said politely,2
AliceInWonderland,fantasy,trigrams,thought alice went,2
AliceInWonderland,fantasy,trigrams,suppose said alice,2
AliceInWonderland,fantasy,trigrams,said cat alice,2
AliceInWonderland,fantasy,trigrams,thought alice glad,2
AliceInWonderland,fantasy,trigrams,said alice say,2
AliceInWonderland,fantasy,trigrams,well say added,2
AliceInWonderland,fantasy,trigrams,said turning alice,2
AliceInWonderland,fantasy,trigrams,alice considered little,2
AliceInWonderland,fantasy,trigrams,march hare alice,2
AliceInWonderland,fantasy,trigrams,said alice course,2
AliceInWonderland,fantasy,trigrams,alice quite forgetting,2
AliceInWonderland,fantasy,trigrams,king queen hearts,2
AliceInWonderland,fantasy,trigrams,said alice loudly,2
AliceInWonderland,fantasy,trigrams,king said alice,2
AliceInWonderland,fantasy,trigrams,go back see,2
AliceInWonderland,fantasy,trigrams,think said alice,2
AliceInWonderland,fantasy,trigrams,said alice even,2
AliceInWonderland,fantasy,trigrams,alice even know,2
AliceInWonderland,fantasy,trigrams,said alice come,2
AliceInWonderland,fantasy,trigrams,french music washing,2
AliceInWonderland,fantasy,trigrams,alice tone great,2
AliceInWonderland,fantasy,trigrams,beautiful soup beau,2
AliceInWonderland,fantasy,trigrams,soup beau beau,2
AliceInWonderland,fantasy,trigrams,beau beau evening,2
AliceInWonderland,fantasy,trigrams,beau evening beautiful,2
AliceInWonderland,fantasy,trigrams,consider verdict king,2
AliceInWonderland,fantasy,trigrams,verdict king said,2
AliceInWonderland,fantasy,trigrams,king said jury,2
AliceInWonderland,fantasy,trigrams,witness said king,2
AliceInWonderland,fantasy,trigrams,evidence said king,2
AliceInWonderland,fantasy,trigrams,twinkling said king,2
AliceInWonderland,fantasy,trigrams,said alice nothing,2
AliceInWonderland,fantasy,trigrams,alice said king,2
AliceInWonderland,fantasy,trigrams,said alice grown,2
AliceInWonderland,fantasy,trigrams,illustration alice wonderland,1
AliceInWonderland,fantasy,trigrams,alice wonderland lewis,1
AliceInWonderland,fantasy,trigrams,wonderland lewis millennium,1
AliceInWonderland,fantasy,trigrams,lewis millennium fulcrum,1
AliceInWonderland,fantasy,trigrams,little bill chapter,1
AliceInWonderland,fantasy,trigrams,bill chapter advice,1
AliceInWonderland,fantasy,trigrams,stole chapter alice,1
AliceInWonderland,fantasy,trigrams,alice evidence chapter,1
AliceInWonderland,fantasy,trigrams,rabbit hole alice,1
AliceInWonderland,fantasy,trigrams,hole alice beginning,1
AliceInWonderland,fantasy,trigrams,alice beginning get,1
AliceInWonderland,fantasy,trigrams,book thought alice,1
AliceInWonderland,fantasy,trigrams,thought alice without,1
AliceInWonderland,fantasy,trigrams,alice without considering,1
AliceInWonderland,fantasy,trigrams,pleasure making daisy,1
AliceInWonderland,fantasy,trigrams,making daisy chain,1
AliceInWonderland,fantasy,trigrams,daisy chain would,1
AliceInWonderland,fantasy,trigrams,chain would worth,1
AliceInWonderland,fantasy,trigrams,would worth trouble,1
AliceInWonderland,fantasy,trigrams,worth trouble getting,1
AliceInWonderland,fantasy,trigrams,nothing remarkable alice,1
AliceInWonderland,fantasy,trigrams,remarkable alice think,1
AliceInWonderland,fantasy,trigrams,alice think much,1
AliceInWonderland,fantasy,trigrams,think much way,1
AliceInWonderland,fantasy,trigrams,much way hear,1
AliceInWonderland,fantasy,trigrams,way hear rabbit,1
AliceInWonderland,fantasy,trigrams,hear rabbit say,1
AliceInWonderland,fantasy,trigrams,rabbit say oh,1
AliceInWonderland,fantasy,trigrams,say oh dear,1
AliceInWonderland,fantasy,trigrams,pocket hurried alice,1
AliceInWonderland,fantasy,trigrams,hurried alice across,1
AliceInWonderland,fantasy,trigrams,alice across mind,1
AliceInWonderland,fantasy,trigrams,fortunately time see,1
AliceInWonderland,fantasy,trigrams,time see pop,1
AliceInWonderland,fantasy,trigrams,see pop large,1
AliceInWonderland,fantasy,trigrams,moment went alice,1
AliceInWonderland,fantasy,trigrams,went alice never,1
AliceInWonderland,fantasy,trigrams,alice never considering,1
AliceInWonderland,fantasy,trigrams,like tunnel way,1
AliceInWonderland,fantasy,trigrams,tunnel way dipped,1
AliceInWonderland,fantasy,trigrams,way dipped suddenly,1
AliceInWonderland,fantasy,trigrams,suddenly suddenly alice,1
AliceInWonderland,fantasy,trigrams,suddenly alice moment,1
AliceInWonderland,fantasy,trigrams,alice moment think,1
AliceInWonderland,fantasy,trigrams,coming dark see,1
AliceInWonderland,fantasy,trigrams,dark see anything,1
AliceInWonderland,fantasy,trigrams,see anything sides,1
AliceInWonderland,fantasy,trigrams,filled book saw,1
AliceInWonderland,fantasy,trigrams,book saw hung,1
AliceInWonderland,fantasy,trigrams,saw hung upon,1
AliceInWonderland,fantasy,trigrams,well thought alice,1
AliceInWonderland,fantasy,trigrams,thought alice fall,1
AliceInWonderland,fantasy,trigrams,alice fall shall,1
AliceInWonderland,fantasy,trigrams,think home say,1
AliceInWonderland,fantasy,trigrams,home say anything,1
AliceInWonderland,fantasy,trigrams,say anything even,1
AliceInWonderland,fantasy,trigrams,wonder many miles,1
AliceInWonderland,fantasy,trigrams,many miles fallen,1
AliceInWonderland,fantasy,trigrams,miles fallen time,1
AliceInWonderland,fantasy,trigrams,earth let see,1
AliceInWonderland,fantasy,trigrams,let see would,1
AliceInWonderland,fantasy,trigrams,see would four,1
AliceInWonderland,fantasy,trigrams,four thousand miles,1
AliceInWonderland,fantasy,trigrams,thousand miles think,1
AliceInWonderland,fantasy,trigrams,miles think see,1
AliceInWonderland,fantasy,trigrams,think see alice,1
AliceInWonderland,fantasy,trigrams,see alice learnt,1
AliceInWonderland,fantasy,trigrams,alice learnt several,1
AliceInWonderland,fantasy,trigrams,good practice say,1
AliceInWonderland,fantasy,trigrams,practice say yes,1
AliceInWonderland,fantasy,trigrams,say yes right,1
AliceInWonderland,fantasy,trigrams,longitude got alice,1
AliceInWonderland,fantasy,trigrams,got alice idea,1
AliceInWonderland,fantasy,trigrams,alice idea latitude,1
AliceInWonderland,fantasy,trigrams,nice grand say,1
AliceInWonderland,fantasy,trigrams,grand say presently,1
AliceInWonderland,fantasy,trigrams,say presently wonder,1
ThroughTheLookingGlass,fantasy,unigrams,alice,468
ThroughTheLookingGlass,fantasy,unigrams,see,86
ThroughTheLookingGlass,fantasy,unigrams,red,71
ThroughTheLookingGlass,fantasy,unigrams,king,67
ThroughTheLookingGlass,fantasy,unigrams,way,67
ThroughTheLookingGlass,fantasy,unigrams,say,55
ThroughTheLookingGlass,fantasy,unigrams,wood,30
ThroughTheLookingGlass,fantasy,unigrams,kitty,25
ThroughTheLookingGlass,fantasy,unigrams,may,21
ThroughTheLookingGlass,fantasy,unigrams,lion,20
ThroughTheLookingGlass,fantasy,unigrams,lily,18
ThroughTheLookingGlass,fantasy,unigrams,saw,14
ThroughTheLookingGlass,fantasy,unigrams,hill,14
ThroughTheLookingGlass,fantasy,unigrams,hope,14
ThroughTheLookingGlass,fantasy,unigrams,rose,13
ThroughTheLookingGlass,fantasy,unigrams,else,12
ThroughTheLookingGlass,fantasy,unigrams,brook,12
ThroughTheLookingGlass,fantasy,unigrams,dinah,10
ThroughTheLookingGlass,fantasy,unigrams,glad,10
ThroughTheLookingGlass,fantasy,unigrams,wait,9
ThroughTheLookingGlass,fantasy,unigrams,town,8
ThroughTheLookingGlass,fantasy,unigrams,fawn,7
ThroughTheLookingGlass,fantasy,unigrams,wake,7
ThroughTheLookingGlass,fantasy,unigrams,daisy,6
ThroughTheLookingGlass,fantasy,unigrams,forest,6
ThroughTheLookingGlass,fantasy,unigrams,deny,6
ThroughTheLookingGlass,fantasy,unigrams,happy,5
