book,genre,rank,ngram,count
OnTheTrailOfTheSpacePirates,sci-fi,95,radar scanner,9
OnTheTrailOfTheSpacePirates,sci-fi,96,atomic blasters,9
OnTheTrailOfTheSpacePirates,sci-fi,97,tom said,9
OnTheTrailOfTheSpacePirates,sci-fi,98,strong grimly,9
OnTheTrailOfTheSpacePirates,sci-fi,99,make sure,9
OnTheTrailOfTheSpacePirates,sci-fi,100,ray guns,9
Frankenstein,horror,1,old man,34
Frankenstein,horror,2,chapter chapter,23
Frankenstein,horror,3,native country,15
Frankenstein,horror,4,natural philosophy,14
Frankenstein,horror,5,taken place,13
Frankenstein,horror,6,mr kirwin,13
Frankenstein,horror,7,fellow creatures,12
Frankenstein,horror,8,looked upon,10
Frankenstein,horror,9,dear victor,10
Frankenstein,horror,10,long time,9
Frankenstein,horror,11,nothing could,9
Frankenstein,horror,12,short time,9
Frankenstein,horror,13,young man,9
Frankenstein,horror,14,one another,9
Frankenstein,horror,15,de lacey,9
Frankenstein,horror,16,many months,8
Frankenstein,horror,17,first time,8
Frankenstein,horror,18,every day,8
Frankenstein,horror,19,life death,8
Frankenstein,horror,20,poor girl,8
Frankenstein,horror,21,one day,8
Frankenstein,horror,22,mont blanc,8
Frankenstein,horror,23,several hours,8
Frankenstein,horror,24,take place,7
Frankenstein,horror,25,many hours,7
Frankenstein,horror,26,two years,7
Frankenstein,horror,27,human beings,7
Frankenstein,horror,28,passed away,7
Frankenstein,horror,29,william justine,7
Frankenstein,horror,30,two months,7
Frankenstein,horror,31,man could,6
Frankenstein,horror,32,never saw,6
Frankenstein,horror,33,two days,6
Frankenstein,horror,34,cornelius agrippa,6
Frankenstein,horror,35,next morning,6
Frankenstein,horror,36,native town,6
Frankenstein,horror,37,yet still,6
Frankenstein,horror,38,nearly two,6
Frankenstein,horror,39,ever since,6
Frankenstein,horror,40,poor william,6
Frankenstein,horror,41,first saw,6
Frankenstein,horror,42,dear sister,5
Frankenstein,horror,43,human nature,5
Frankenstein,horror,44,well known,5
Frankenstein,horror,45,young woman,5
Frankenstein,horror,46,cannot describe,5
Frankenstein,horror,47,many years,5
Frankenstein,horror,48,one time,5
Frankenstein,horror,49,yet could,5
Frankenstein,horror,50,years age,5
Frankenstein,horror,51,countenance expressed,5
Frankenstein,horror,52,passed thus,5
Frankenstein,horror,53,great god,5
Frankenstein,horror,54,shall ever,5
Frankenstein,horror,55,every one,5
Frankenstein,horror,56,dearest victor,5
Frankenstein,horror,57,pressed upon,5
Frankenstein,horror,58,state mind,5
Frankenstein,horror,59,died away,5
Frankenstein,horror,60,rang ears,5
Frankenstein,horror,61,gentle manners,5
Frankenstein,horror,62,took place,5
Frankenstein,horror,63,could help,5
Frankenstein,horror,64,new scene,5
Frankenstein,horror,65,wedding night,5
Frankenstein,horror,66,letter mrs,4
Frankenstein,horror,67,mrs saville,4
Frankenstein,horror,68,saville england,4
Frankenstein,horror,69,well acquainted,4
Frankenstein,horror,70,six years,4
Frankenstein,horror,71,years ago,4
Frankenstein,horror,72,would make,4
Frankenstein,horror,73,august th,4
Frankenstein,horror,74,gigantic stature,4
Frankenstein,horror,75,good god,4
Frankenstein,horror,76,every minute,4
Frankenstein,horror,77,every hope,4
Frankenstein,horror,78,one man,4
Frankenstein,horror,79,hands eyes,4
Frankenstein,horror,80,may easily,4
Frankenstein,horror,81,could endure,4
Frankenstein,horror,82,three months,4
Frankenstein,horror,83,several months,4
Frankenstein,horror,84,given life,4
Frankenstein,horror,85,one among,4
Frankenstein,horror,86,human frame,4
Frankenstein,horror,87,could longer,4
Frankenstein,horror,88,whose existence,4
Frankenstein,horror,89,departure ingolstadt,4
Frankenstein,horror,90,ardently desired,4
Frankenstein,horror,91,one one,4
Frankenstein,horror,92,chemical instruments,4
Frankenstein,horror,93,gave place,4
Frankenstein,horror,94,human mind,4
Frankenstein,horror,95,drew near,4
Frankenstein,horror,96,drew nearer,4
Frankenstein,horror,97,dear frankenstein,4
Frankenstein,horror,98,could hardly,4
Frankenstein,horror,99,justine moritz,4
Frankenstein,horror,100,poor justine,4
AutobiographyOfBenjaminFranklin,autobiography,1,new york,38
AutobiographyOfBenjaminFranklin,autobiography,2,printing house,28
AutobiographyOfBenjaminFranklin,autobiography,3,poor richard,25
AutobiographyOfBenjaminFranklin,autobiography,4,new england,20
AutobiographyOfBenjaminFranklin,autobiography,5,good deal,18
AutobiographyOfBenjaminFranklin,autobiography,6,thousand pounds,18
AutobiographyOfBenjaminFranklin,autobiography,7,young man,16
AutobiographyOfBenjaminFranklin,autobiography,8,one another,13
AutobiographyOfBenjaminFranklin,autobiography,9,several sorts,13
AutobiographyOfBenjaminFranklin,autobiography,10,one hundred,12
AutobiographyOfBenjaminFranklin,autobiography,11,benjamin franklin,11
AutobiographyOfBenjaminFranklin,autobiography,12,public affairs,11
AutobiographyOfBenjaminFranklin,autobiography,13,richard says,11
AutobiographyOfBenjaminFranklin,autobiography,14,hundred pounds,10
AutobiographyOfBenjaminFranklin,autobiography,15,would give,10
AutobiographyOfBenjaminFranklin,autobiography,16,paper money,10
AutobiographyOfBenjaminFranklin,autobiography,17,let know,10
AutobiographyOfBenjaminFranklin,autobiography,18,richard almanac,9
AutobiographyOfBenjaminFranklin,autobiography,19,many years,9
AutobiographyOfBenjaminFranklin,autobiography,20,time time,9
AutobiographyOfBenjaminFranklin,autobiography,21,eighteenth century,8
AutobiographyOfBenjaminFranklin,autobiography,22,years age,8
AutobiographyOfBenjaminFranklin,autobiography,23,miss read,8
AutobiographyOfBenjaminFranklin,autobiography,24,one day,8
AutobiographyOfBenjaminFranklin,autobiography,25,much whistle,8
AutobiographyOfBenjaminFranklin,autobiography,26,pennsylvania gazette,7
AutobiographyOfBenjaminFranklin,autobiography,27,england courant,7
AutobiographyOfBenjaminFranklin,autobiography,28,royal society,7
AutobiographyOfBenjaminFranklin,autobiography,29,temple franklin,7
AutobiographyOfBenjaminFranklin,autobiography,30,mr bigelow,7
AutobiographyOfBenjaminFranklin,autobiography,31,next day,7
AutobiographyOfBenjaminFranklin,autobiography,32,said would,7
AutobiographyOfBenjaminFranklin,autobiography,33,sir william,7
AutobiographyOfBenjaminFranklin,autobiography,34,gave great,7
AutobiographyOfBenjaminFranklin,autobiography,35,printing office,7
AutobiographyOfBenjaminFranklin,autobiography,36,mr whitefield,7
AutobiographyOfBenjaminFranklin,autobiography,37,public service,6
AutobiographyOfBenjaminFranklin,autobiography,38,plan union,6
AutobiographyOfBenjaminFranklin,autobiography,39,father abraham,6
AutobiographyOfBenjaminFranklin,autobiography,40,four years,6
AutobiographyOfBenjaminFranklin,autobiography,41,fifty years,6
AutobiographyOfBenjaminFranklin,autobiography,42,men women,6
AutobiographyOfBenjaminFranklin,autobiography,43,next morning,6
AutobiographyOfBenjaminFranklin,autobiography,44,little money,6
AutobiographyOfBenjaminFranklin,autobiography,45,great advantage,6
AutobiographyOfBenjaminFranklin,autobiography,46,great use,6
AutobiographyOfBenjaminFranklin,autobiography,47,market street,6
AutobiographyOfBenjaminFranklin,autobiography,48,near market,6
AutobiographyOfBenjaminFranklin,autobiography,49,colonel french,6
AutobiographyOfBenjaminFranklin,autobiography,50,every day,6
AutobiographyOfBenjaminFranklin,autobiography,51,great deal,6
AutobiographyOfBenjaminFranklin,autobiography,52,three months,6
AutobiographyOfBenjaminFranklin,autobiography,53,would take,6
AutobiographyOfBenjaminFranklin,autobiography,54,mr denham,6
AutobiographyOfBenjaminFranklin,autobiography,55,etc etc,6
AutobiographyOfBenjaminFranklin,autobiography,56,take care,6
AutobiographyOfBenjaminFranklin,autobiography,57,new printing,6
AutobiographyOfBenjaminFranklin,autobiography,58,marg note,6
AutobiographyOfBenjaminFranklin,autobiography,59,hundred fifty,6
AutobiographyOfBenjaminFranklin,autobiography,60,little book,6
AutobiographyOfBenjaminFranklin,autobiography,61,illustration franklin,5
AutobiographyOfBenjaminFranklin,autobiography,62,defense province,5
AutobiographyOfBenjaminFranklin,autobiography,63,thro streets,5
AutobiographyOfBenjaminFranklin,autobiography,64,great noise,5
AutobiographyOfBenjaminFranklin,autobiography,65,franklin autobiography,5
AutobiographyOfBenjaminFranklin,autobiography,66,united states,5
AutobiographyOfBenjaminFranklin,autobiography,67,public library,5
AutobiographyOfBenjaminFranklin,autobiography,68,post office,5
AutobiographyOfBenjaminFranklin,autobiography,69,original manuscript,5
AutobiographyOfBenjaminFranklin,autobiography,70,would make,5
AutobiographyOfBenjaminFranklin,autobiography,71,years since,5
AutobiographyOfBenjaminFranklin,autobiography,72,one first,5
AutobiographyOfBenjaminFranklin,autobiography,73,meeting house,5
AutobiographyOfBenjaminFranklin,autobiography,74,ten years,5
AutobiographyOfBenjaminFranklin,autobiography,75,little time,5
AutobiographyOfBenjaminFranklin,autobiography,76,made great,5
AutobiographyOfBenjaminFranklin,autobiography,77,little pieces,5
AutobiographyOfBenjaminFranklin,autobiography,78,much could,5
AutobiographyOfBenjaminFranklin,autobiography,79,among friends,5
AutobiographyOfBenjaminFranklin,autobiography,80,among us,5
AutobiographyOfBenjaminFranklin,autobiography,81,pretty good,5
AutobiographyOfBenjaminFranklin,autobiography,82,new jersey,5
AutobiographyOfBenjaminFranklin,autobiography,83,one could,5
AutobiographyOfBenjaminFranklin,autobiography,84,industry frugality,5
AutobiographyOfBenjaminFranklin,autobiography,85,young women,5
AutobiographyOfBenjaminFranklin,autobiography,86,young men,5
AutobiographyOfBenjaminFranklin,autobiography,87,mr hamilton,5
AutobiographyOfBenjaminFranklin,autobiography,88,little britain,5
AutobiographyOfBenjaminFranklin,autobiography,89,might done,5
AutobiographyOfBenjaminFranklin,autobiography,90,every member,5
AutobiographyOfBenjaminFranklin,autobiography,91,moon rise,5
AutobiographyOfBenjaminFranklin,autobiography,92,may found,5
AutobiographyOfBenjaminFranklin,autobiography,93,soon made,5
AutobiographyOfBenjaminFranklin,autobiography,94,postmaster general,5
AutobiographyOfBenjaminFranklin,autobiography,95,great britain,5
AutobiographyOfBenjaminFranklin,autobiography,96,dr fothergill,5
AutobiographyOfBenjaminFranklin,autobiography,97,could make,5
AutobiographyOfBenjaminFranklin,autobiography,98,proprietary estate,5
AutobiographyOfBenjaminFranklin,autobiography,99,waggons horses,5
AutobiographyOfBenjaminFranklin,autobiography,100,lord loudoun,5
