book,genre,rank,ngram,count
AutobiographyOfBenjaminFranklin,autobiography,45,three months,6
AutobiographyOfBenjaminFranklin,autobiography,46,etc etc,6
AutobiographyOfBenjaminFranklin,autobiography,47,take care,6
AutobiographyOfBenjaminFranklin,autobiography,48,new printing,6
AutobiographyOfBenjaminFranklin,autobiography,49,marg note,6
AutobiographyOfBenjaminFranklin,autobiography,50,hundred fifty,6
AutobiographyOfBenjaminFranklin,autobiography,51,little book,6
AutobiographyOfBenjaminFranklin,autobiography,52,defense province,5
AutobiographyOfBenjaminFranklin,autobiography,53,thro streets,5
AutobiographyOfBenjaminFranklin,autobiography,54,great noise,5
AutobiographyOfBenjaminFranklin,autobiography,55,united states,5
AutobiographyOfBenjaminFranklin,autobiography,56,public library,5
AutobiographyOfBenjaminFranklin,autobiography,57,post office,5
AutobiographyOfBenjaminFranklin,autobiography,58,original manuscript,5
AutobiographyOfBenjaminFranklin,autobiography,59,years since,5
AutobiographyOfBenjaminFranklin,autobiography,60,one first,5
AutobiographyOfBenjaminFranklin,autobiography,61,meeting house,5
AutobiographyOfBenjaminFranklin,autobiography,62,ten years,5
AutobiographyOfBenjaminFranklin,autobiography,63,little time,5
AutobiographyOfBenjaminFranklin,autobiography,64,made great,5
AutobiographyOfBenjaminFranklin,autobiography,65,little pieces,5
AutobiographyOfBenjaminFranklin,autobiography,66,among friends,5
AutobiographyOfBenjaminFranklin,autobiography,67,among us,5
AutobiographyOfBenjaminFranklin,autobiography,68,pretty good,5
AutobiographyOfBenjaminFranklin,autobiography,69,new jersey,5
AutobiographyOfBenjaminFranklin,autobiography,70,industry frugality,5
AutobiographyOfBenjaminFranklin,autobiography,71,young women,5
AutobiographyOfBenjaminFranklin,autobiography,72,young men,5
AutobiographyOfBenjaminFranklin,autobiography,73,little britain,5
AutobiographyOfBenjaminFranklin,autobiography,74,might done,5
AutobiographyOfBenjaminFranklin,autobiography,75,every member,5
AutobiographyOfBenjaminFranklin,autobiography,76,moon rise,5
AutobiographyOfBenjaminFranklin,autobiography,77,may found,5
AutobiographyOfBenjaminFranklin,autobiography,78,soon made,5
AutobiographyOfBenjaminFranklin,autobiography,79,postmaster general,5
AutobiographyOfBenjaminFranklin,autobiography,80,great britain,5
AutobiographyOfBenjaminFranklin,autobiography,81,dr fothergill,5
AutobiographyOfBenjaminFranklin,autobiography,82,proprietary estate,5
AutobiographyOfBenjaminFranklin,autobiography,83,waggons horses,5
AutobiographyOfBenjaminFranklin,autobiography,84,lord loudoun,5
AutobiographyOfBenjaminFranklin,autobiography,85,first visit,4
AutobiographyOfBenjaminFranklin,autobiography,86,moral perfection,4
AutobiographyOfBenjaminFranklin,autobiography,87,way wealth,4
AutobiographyOfBenjaminFranklin,autobiography,88,go home,4
AutobiographyOfBenjaminFranklin,autobiography,89,took turn,4
AutobiographyOfBenjaminFranklin,autobiography,90,walk see,4
AutobiographyOfBenjaminFranklin,autobiography,91,see matter,4
AutobiographyOfBenjaminFranklin,autobiography,92,set work,4
AutobiographyOfBenjaminFranklin,autobiography,93,pounds sterling,4
AutobiographyOfBenjaminFranklin,autobiography,94,story autobiography,4
AutobiographyOfBenjaminFranklin,autobiography,95,fire company,4
AutobiographyOfBenjaminFranklin,autobiography,96,union colonies,4
AutobiographyOfBenjaminFranklin,autobiography,97,abraham speech,4
AutobiographyOfBenjaminFranklin,autobiography,98,first part,4
AutobiographyOfBenjaminFranklin,autobiography,99,old friend,4
AutobiographyOfBenjaminFranklin,autobiography,100,le veillard,4
