book,genre,rank,ngram,count
PrideAndPrejudice,romance,56,thought,112
PrideAndPrejudice,romance,57,enough,111
PrideAndPrejudice,romance,58,house,110
PrideAndPrejudice,romance,59,go,107
PrideAndPrejudice,romance,60,felt,106
PrideAndPrejudice,romance,61,sure,106
PrideAndPrejudice,romance,62,replied,103
PrideAndPrejudice,romance,63,love,102
PrideAndPrejudice,romance,64,saw,102
PrideAndPrejudice,romance,65,indeed,100
PrideAndPrejudice,romance,66,quite,98
PrideAndPrejudice,romance,67,better,98
PrideAndPrejudice,romance,68,wish,98
PrideAndPrejudice,romance,69,come,98
PrideAndPrejudice,romance,70,manner,97
PrideAndPrejudice,romance,71,lizzy,97
PrideAndPrejudice,romance,72,gardiner,97
PrideAndPrejudice,romance,73,till,96
PrideAndPrejudice,romance,74,even,95
PrideAndPrejudice,romance,75,pleasure,94
PrideAndPrejudice,romance,76,came,94
PrideAndPrejudice,romance,77,done,93
PrideAndPrejudice,romance,78,oh,93
PrideAndPrejudice,romance,79,feelings,92
PrideAndPrejudice,romance,80,often,92
PrideAndPrejudice,romance,81,really,91
PrideAndPrejudice,romance,82,cried,91
PrideAndPrejudice,romance,83,believe,90
PrideAndPrejudice,romance,84,perhaps,89
PrideAndPrejudice,romance,85,like,89
PrideAndPrejudice,romance,86,chapter,89
PrideAndPrejudice,romance,87,aunt,88
PrideAndPrejudice,romance,88,longbourn,88
PrideAndPrejudice,romance,89,subject,87
PrideAndPrejudice,romance,90,charlotte,87
PrideAndPrejudice,romance,91,heard,87
PrideAndPrejudice,romance,92,daughter,84
PrideAndPrejudice,romance,93,take,83
PrideAndPrejudice,romance,94,ladies,83
PrideAndPrejudice,romance,95,happy,83
PrideAndPrejudice,romance,96,anything,81
PrideAndPrejudice,romance,97,less,81
PrideAndPrejudice,romance,98,whole,80
PrideAndPrejudice,romance,99,seen,79
PrideAndPrejudice,romance,100,place,79
OnTheTrailOfTheSpacePirates,sci-fi,1,strong,506
OnTheTrailOfTheSpacePirates,sci-fi,2,said,301
OnTheTrailOfTheSpacePirates,sci-fi,3,ship,248
OnTheTrailOfTheSpacePirates,sci-fi,4,space,240
OnTheTrailOfTheSpacePirates,sci-fi,5,one,209
OnTheTrailOfTheSpacePirates,sci-fi,6,sir,189
OnTheTrailOfTheSpacePirates,sci-fi,7,solar,176
OnTheTrailOfTheSpacePirates,sci-fi,8,two,160
OnTheTrailOfTheSpacePirates,sci-fi,9,get,149
OnTheTrailOfTheSpacePirates,sci-fi,10,turned,147
OnTheTrailOfTheSpacePirates,sci-fi,11,guard,146
OnTheTrailOfTheSpacePirates,sci-fi,12,captain,136
OnTheTrailOfTheSpacePirates,sci-fi,13,man,133
OnTheTrailOfTheSpacePirates,sci-fi,14,back,133
OnTheTrailOfTheSpacePirates,sci-fi,15,three,125
OnTheTrailOfTheSpacePirates,sci-fi,16,cadets,124
OnTheTrailOfTheSpacePirates,sci-fi,17,right,122
OnTheTrailOfTheSpacePirates,sci-fi,18,simms,119
OnTheTrailOfTheSpacePirates,sci-fi,19,deck,118
OnTheTrailOfTheSpacePirates,sci-fi,20,cadet,110
OnTheTrailOfTheSpacePirates,sci-fi,21,asked,108
OnTheTrailOfTheSpacePirates,sci-fi,22,men,107
OnTheTrailOfTheSpacePirates,sci-fi,23,around,101
OnTheTrailOfTheSpacePirates,sci-fi,24,blast,94
OnTheTrailOfTheSpacePirates,sci-fi,25,control,92
OnTheTrailOfTheSpacePirates,sci-fi,26,polaris,91
OnTheTrailOfTheSpacePirates,sci-fi,27,take,89
OnTheTrailOfTheSpacePirates,sci-fi,28,know,89
OnTheTrailOfTheSpacePirates,sci-fi,29,got,88
OnTheTrailOfTheSpacePirates,sci-fi,30,replied,85
OnTheTrailOfTheSpacePirates,sci-fi,31,radar,85
OnTheTrailOfTheSpacePirates,sci-fi,32,well,84
OnTheTrailOfTheSpacePirates,sci-fi,33,away,84
OnTheTrailOfTheSpacePirates,sci-fi,34,suddenly,80
OnTheTrailOfTheSpacePirates,sci-fi,35,hawks,79
OnTheTrailOfTheSpacePirates,sci-fi,36,asteroid,78
OnTheTrailOfTheSpacePirates,sci-fi,37,going,77
OnTheTrailOfTheSpacePirates,sci-fi,38,jet,77
OnTheTrailOfTheSpacePirates,sci-fi,39,like,76
OnTheTrailOfTheSpacePirates,sci-fi,40,see,76
OnTheTrailOfTheSpacePirates,sci-fi,41,looked,73
OnTheTrailOfTheSpacePirates,sci-fi,42,eyes,71
OnTheTrailOfTheSpacePirates,sci-fi,43,time,68
OnTheTrailOfTheSpacePirates,sci-fi,44,rocket,67
OnTheTrailOfTheSpacePirates,sci-fi,45,pirate,66
OnTheTrailOfTheSpacePirates,sci-fi,46,think,65
OnTheTrailOfTheSpacePirates,sci-fi,47,want,64
OnTheTrailOfTheSpacePirates,sci-fi,48,air,62
OnTheTrailOfTheSpacePirates,sci-fi,49,voice,62
OnTheTrailOfTheSpacePirates,sci-fi,50,saw,60
OnTheTrailOfTheSpacePirates,sci-fi,51,make,58
OnTheTrailOfTheSpacePirates,sci-fi,52,go,58
OnTheTrailOfTheSpacePirates,sci-fi,53,small,58
OnTheTrailOfTheSpacePirates,sci-fi,54,aboard,57
OnTheTrailOfTheSpacePirates,sci-fi,55,academy,56
OnTheTrailOfTheSpacePirates,sci-fi,56,lock,55
OnTheTrailOfTheSpacePirates,sci-fi,57,began,55
OnTheTrailOfTheSpacePirates,sci-fi,58,attention,54
OnTheTrailOfTheSpacePirates,sci-fi,59,scanner,54
OnTheTrailOfTheSpacePirates,sci-fi,60,might,53
OnTheTrailOfTheSpacePirates,sci-fi,61,yes,53
OnTheTrailOfTheSpacePirates,sci-fi,62,first,52
OnTheTrailOfTheSpacePirates,sci-fi,63,let,52
OnTheTrailOfTheSpacePirates,sci-fi,64,belt,52
OnTheTrailOfTheSpacePirates,sci-fi,65,power,52
OnTheTrailOfTheSpacePirates,sci-fi,66,spaceman,52
OnTheTrailOfTheSpacePirates,sci-fi,67,ships,52
OnTheTrailOfTheSpacePirates,sci-fi,68,big,50
OnTheTrailOfTheSpacePirates,sci-fi,69,good,50
OnTheTrailOfTheSpacePirates,sci-fi,70,come,50
OnTheTrailOfTheSpacePirates,sci-fi,71,crew,49
OnTheTrailOfTheSpacePirates,sci-fi,72,bull,48
OnTheTrailOfTheSpacePirates,sci-fi,73,face,48
OnTheTrailOfTheSpacePirates,sci-fi,74,officer,48
OnTheTrailOfTheSpacePirates,sci-fi,75,steve,48
OnTheTrailOfTheSpacePirates,sci-fi,76,intercom,48
OnTheTrailOfTheSpacePirates,sci-fi,77,exposition,47
OnTheTrailOfTheSpacePirates,sci-fi,78,boat,47
OnTheTrailOfTheSpacePirates,sci-fi,79,commander,46
OnTheTrailOfTheSpacePirates,sci-fi,80,sure,46
OnTheTrailOfTheSpacePirates,sci-fi,81,later,45
OnTheTrailOfTheSpacePirates,sci-fi,82,way,45
OnTheTrailOfTheSpacePirates,sci-fi,83,light,45
OnTheTrailOfTheSpacePirates,sci-fi,84,long,44
OnTheTrailOfTheSpacePirates,sci-fi,85,end,44
OnTheTrailOfTheSpacePirates,sci-fi,86,search,44
OnTheTrailOfTheSpacePirates,sci-fi,87,made,43
OnTheTrailOfTheSpacePirates,sci-fi,88,hand,43
OnTheTrailOfTheSpacePirates,sci-fi,89,roared,43
OnTheTrailOfTheSpacePirates,sci-fi,90,young,42
OnTheTrailOfTheSpacePirates,sci-fi,91,smiled,42
OnTheTrailOfTheSpacePirates,sci-fi,92,open,42
OnTheTrailOfTheSpacePirates,sci-fi,93,us,41
OnTheTrailOfTheSpacePirates,sci-fi,94,toward,41
OnTheTrailOfTheSpacePirates,sci-fi,95,side,41
OnTheTrailOfTheSpacePirates,sci-fi,96,tell,41
OnTheTrailOfTheSpacePirates,sci-fi,97,avenger,41
OnTheTrailOfTheSpacePirates,sci-fi,98,corbett,40
OnTheTrailOfTheSpacePirates,sci-fi,99,last,40
OnTheTrailOfTheSpacePirates,sci-fi,100,ray,40
Frankenstein,horror,1,one,206
Frankenstein,horror,2,yet,152
Frankenstein,horror,3,man,137
Frankenstein,horror,4,father,134
Frankenstein,horror,5,upon,126
Frankenstein,horror,6,life,115
Frankenstein,horror,7,every,109
Frankenstein,horror,8,first,108
Frankenstein,horror,9,might,108
Frankenstein,horror,10,shall,105
Frankenstein,horror,11,eyes,104
Frankenstein,horror,12,said,102
Frankenstein,horror,13,may,99
Frankenstein,horror,14,time,98
Frankenstein,horror,15,towards,94
Frankenstein,horror,16,even,94
Frankenstein,horror,17,saw,94
Frankenstein,horror,18,night,93
Frankenstein,horror,19,found,87
Frankenstein,horror,20,ever,85
Frankenstein,horror,21,mind,85
Frankenstein,horror,22,day,82
Frankenstein,horror,23,heart,81
Frankenstein,horror,24,felt,80
Frankenstein,horror,25,death,79
Frankenstein,horror,26,feelings,76
Frankenstein,horror,27,thought,74
Frankenstein,horror,28,dear,72
Frankenstein,horror,29,soon,71
Frankenstein,horror,30,friend,71
Frankenstein,horror,31,made,70
Frankenstein,horror,32,never,69
Frankenstein,horror,33,many,68
Frankenstein,horror,34,still,68
Frankenstein,horror,35,passed,67
Frankenstein,horror,36,also,66
Frankenstein,horror,37,thus,65
Frankenstein,horror,38,miserable,65
Frankenstein,horror,39,must,64
Frankenstein,horror,40,place,64
Frankenstein,horror,41,like,63
Frankenstein,horror,42,heard,62
Frankenstein,horror,43,became,61
Frankenstein,horror,44,sometimes,60
Frankenstein,horror,45,us,60
Frankenstein,horror,46,love,59
Frankenstein,horror,47,little,58
Frankenstein,horror,48,human,58
Frankenstein,horror,49,appeared,57
Frankenstein,horror,50,indeed,56
Frankenstein,horror,51,often,55
Frankenstein,horror,52,country,54
Frankenstein,horror,53,misery,54
Frankenstein,horror,54,words,54
Frankenstein,horror,55,friends,54
Frankenstein,horror,56,nature,53
Frankenstein,horror,57,although,53
Frankenstein,horror,58,several,51
Frankenstein,horror,59,among,51
Frankenstein,horror,60,cottage,51
Frankenstein,horror,61,feel,50
Frankenstein,horror,62,whose,50
Frankenstein,horror,63,great,50
Frankenstein,horror,64,see,50
Frankenstein,horror,65,old,50
Frankenstein,horror,66,away,50
Frankenstein,horror,67,hope,50
Frankenstein,horror,68,felix,50
Frankenstein,horror,69,well,49
